"Designator","Footprint","Mid X","Mid Y","Ref X","Ref Y","Pad X","Pad Y","Layer","Rotation","Comment"
"R7","0603_-_NO_SILK","17874.25mil","15333.003mil","17874.25mil","15333.003mil","17907.25mil","15333.003mil","T","180.00","Resistor"
"R6","0603_-_NO_SILK","18054.25mil","15073.003mil","18054.25mil","15073.003mil","18054.25mil","15106.003mil","T","270.00","Resistor"
"R5","0603_-_NO_SILK","17634.25mil","15073.003mil","17634.25mil","15073.003mil","17634.25mil","15106.003mil","T","270.00","Resistor"
"R16","0603_-_NO_SILK","17474.25mil","15073.003mil","17474.25mil","15073.003mil","17474.25mil","15106.003mil","T","270.00","Resistor"
"R3","0603_-_NO_SILK","18054.25mil","15233.003mil","18054.25mil","15233.003mil","18054.25mil","15200.003mil","T","90.00","Resistor"
"R2","0603_-_NO_SILK","17734.25mil","15333.003mil","17734.25mil","15333.003mil","17701.25mil","15333.003mil","T","360.00","Resistor"
"R1","0603_-_NO_SILK","17734.25mil","14973.003mil","17734.25mil","14973.003mil","17701.25mil","14973.003mil","T","360.00","Resistor"
"H2","HDR1X12","18240mil","16403mil","18240mil","16953mil","18240mil","16953mil","T","270.00","SparkIO Header 2"
"H1","HDR1X12","17540mil","16403mil","17540mil","16953mil","17540mil","16953mil","T","270.00","SparkIO Header 1"
"C13","0603_-_NO_SILK","17815mil","16703mil","17815mil","16703mil","17815mil","16736mil","T","270.00","Capacitor"
"C12","0603_-_NO_SILK","18015mil","16703mil","18015mil","16703mil","18015mil","16736mil","T","270.00","Capacitor"
"C11","0603_-_NO_SILK","17356.926mil","15116.777mil","17356.926mil","15116.777mil","17323.926mil","15116.777mil","T","360.00","Capacitor"
"C10","0603_-_NO_SILK","17356.929mil","15309.675mil","17356.929mil","15309.675mil","17323.929mil","15309.675mil","T","360.00","Capacitor"
"C9","0603_-_NO_SILK","18230mil","15033mil","18230mil","15033mil","18197mil","15033mil","T","360.00","Capacitor"
"C8","0603_-_NO_SILK","18115mil","16703mil","18115mil","16703mil","18115mil","16736mil","T","270.00","Capacitor"
"C7","0603_-_NO_SILK","17915mil","16703mil","17915mil","16703mil","17915mil","16736mil","T","270.00","Capacitor"
"C6","0603_-_NO_SILK","18850mil","15233mil","18850mil","15233mil","18850mil","15266mil","T","270.00","Capacitor"
"C5","0603_-_NO_SILK","18850mil","15073mil","18850mil","15073mil","18850mil","15106mil","T","270.00","Capacitor"
"C4","0603_-_NO_SILK","18470mil","15073mil","18470mil","15073mil","18470mil","15106mil","T","270.00","Capacitor"
"C3","0603_-_NO_SILK","17934.25mil","15233.003mil","17934.25mil","15233.003mil","17934.25mil","15266.003mil","T","270.00","Capacitor"
"C2","0603_-_NO_SILK","17934.25mil","15073.003mil","17934.25mil","15073.003mil","17934.25mil","15106.003mil","T","270.00","Capacitor"
"C1","0603_-_NO_SILK","17554.25mil","15073.003mil","17554.25mil","15073.003mil","17554.25mil","15106.003mil","T","270.00","Capacitor"
"DS1","LED0603_-_Single","20740mil","1943mil","20740mil","1943mil","20740mil","1976mil","T","270.00","PowerInd"
"J2","PCC-SMP_K_Thermocouple","21066.378mil","960.795mil","21066.378mil","1226.543mil","20796.693mil","1226.543mil","T","0.00","Thermocouple B"
"J1","PCC-SMP_K_Thermocouple","20239.606mil","960.795mil","20239.606mil","1226.543mil","19969.921mil","1226.543mil","T","0.00","Thermocouple A"
"J4","Audio_Jack_2.5mm_Mono","19525.827mil","794.496mil","19640mil","763mil","19549.449mil","664.575mil","T","270.00","Thermistor B"
"J3","Audio_Jack_2.5mm_Mono","19525.827mil","1184.496mil","19640mil","1153mil","19549.449mil","1054.575mil","T","270.00","Thermistor A"
"U2","SOIC8","21110mil","1550.008mil","21110mil","1550.008mil","21035mil","1457.488mil","T","90.00","OPAMP dual"
"U1","SOIC8","20187.793mil","1550.011mil","20187.793mil","1550.011mil","20112.793mil","1457.491mil","T","90.00","OPAMP dual"
"TB2","Terminal_Block_3.5mm_x_12","21300mil","2667.173mil","21300mil","1803mil","21300mil","1909.299mil","T","90.00","SparkIO Terminal Block 2"
"TB1","Terminal_Block_3.5mm_x_12","19370mil","2638.827mil","19370mil","3503mil","19370mil","3396.701mil","T","270.00","SparkIO Terminal Block 1"
"U3","SOT23-3L","20630mil","1553mil","20630mil","1553mil","20667.402mil","1596.307mil","T","270.00","Header 3"
"R19","0603_-_NO_SILK","20740mil","2093mil","20740mil","2093mil","20740mil","2126mil","T","270.00","Resistor"
"R18","0603_-_NO_SILK","21190mil","1373mil","21190mil","1373mil","21223mil","1373mil","T","180.00","Resistor"
"R17","0603_-_NO_SILK","19756.926mil","1436.777mil","19756.926mil","1436.777mil","19723.926mil","1436.777mil","T","360.00","Resistor"
"R4","0603_-_NO_SILK","19756.929mil","1629.675mil","19756.929mil","1629.675mil","19723.929mil","1629.675mil","T","360.00","Resistor"
"R15","0603_-_NO_SILK","21190mil","1733mil","21190mil","1733mil","21223mil","1733mil","T","180.00","Resistor"
"R14","0603_-_NO_SILK","21370mil","1473mil","21370mil","1473mil","21370mil","1506mil","T","270.00","Resistor"
"R9","0603_-_NO_SILK","20950mil","1473mil","20950mil","1473mil","20950mil","1506mil","T","270.00","Resistor"
"R12","0603_-_NO_SILK","20790mil","1473mil","20790mil","1473mil","20790mil","1506mil","T","270.00","Resistor"
"R11","0603_-_NO_SILK","21370mil","1633mil","21370mil","1633mil","21370mil","1600mil","T","90.00","Resistor"
"R10","0603_-_NO_SILK","21050mil","1733mil","21050mil","1733mil","21017mil","1733mil","T","360.00","Resistor"
"R13","0603_-_NO_SILK","21050mil","1373mil","21050mil","1373mil","21017mil","1373mil","T","360.00","Resistor"
"R8","0603_-_NO_SILK","20274.25mil","1373.003mil","20274.25mil","1373.003mil","20307.25mil","1373.003mil","T","180.00","Resistor"
"R7","0603_-_NO_SILK","20274.25mil","1733.003mil","20274.25mil","1733.003mil","20307.25mil","1733.003mil","T","180.00","Resistor"
"R6","0603_-_NO_SILK","20454.25mil","1473.003mil","20454.25mil","1473.003mil","20454.25mil","1506.003mil","T","270.00","Resistor"
"R5","0603_-_NO_SILK","20034.25mil","1473.003mil","20034.25mil","1473.003mil","20034.25mil","1506.003mil","T","270.00","Resistor"
"R16","0603_-_NO_SILK","19874.25mil","1473.003mil","19874.25mil","1473.003mil","19874.25mil","1506.003mil","T","270.00","Resistor"
"R3","0603_-_NO_SILK","20454.25mil","1633.003mil","20454.25mil","1633.003mil","20454.25mil","1600.003mil","T","90.00","Resistor"
"R2","0603_-_NO_SILK","20134.25mil","1733.003mil","20134.25mil","1733.003mil","20101.25mil","1733.003mil","T","360.00","Resistor"
"R1","0603_-_NO_SILK","20134.25mil","1373.003mil","20134.25mil","1373.003mil","20101.25mil","1373.003mil","T","360.00","Resistor"
"H2","HDR1X12","20640mil","2803mil","20640mil","3353mil","20640mil","3353mil","T","270.00","SparkIO Header 2"
"H1","HDR1X12","19940mil","2803mil","19940mil","3353mil","19940mil","3353mil","T","270.00","SparkIO Header 1"
"C13","0603_-_NO_SILK","20215mil","3103mil","20215mil","3103mil","20215mil","3136mil","T","270.00","Capacitor"
"C12","0603_-_NO_SILK","20415mil","3103mil","20415mil","3103mil","20415mil","3136mil","T","270.00","Capacitor"
"C11","0603_-_NO_SILK","19756.926mil","1516.777mil","19756.926mil","1516.777mil","19723.926mil","1516.777mil","T","360.00","Capacitor"
"C10","0603_-_NO_SILK","19756.929mil","1709.675mil","19756.929mil","1709.675mil","19723.929mil","1709.675mil","T","360.00","Capacitor"
"C9","0603_-_NO_SILK","20630mil","1433mil","20630mil","1433mil","20597mil","1433mil","T","360.00","Capacitor"
"C8","0603_-_NO_SILK","20515mil","3103mil","20515mil","3103mil","20515mil","3136mil","T","270.00","Capacitor"
"C7","0603_-_NO_SILK","20315mil","3103mil","20315mil","3103mil","20315mil","3136mil","T","270.00","Capacitor"
"C6","0603_-_NO_SILK","21250mil","1633mil","21250mil","1633mil","21250mil","1666mil","T","270.00","Capacitor"
"C5","0603_-_NO_SILK","21250mil","1473mil","21250mil","1473mil","21250mil","1506mil","T","270.00","Capacitor"
"C4","0603_-_NO_SILK","20870mil","1473mil","20870mil","1473mil","20870mil","1506mil","T","270.00","Capacitor"
"C3","0603_-_NO_SILK","20334.25mil","1633.003mil","20334.25mil","1633.003mil","20334.25mil","1666.003mil","T","270.00","Capacitor"
"C2","0603_-_NO_SILK","20334.25mil","1473.003mil","20334.25mil","1473.003mil","20334.25mil","1506.003mil","T","270.00","Capacitor"
"C1","0603_-_NO_SILK","19954.25mil","1473.003mil","19954.25mil","1473.003mil","19954.25mil","1506.003mil","T","270.00","Capacitor"
"DS1","LED0603_-_Single","20740mil","5343mil","20740mil","5343mil","20740mil","5376mil","T","270.00","PowerInd"
"J2","PCC-SMP_K_Thermocouple","21066.378mil","4360.795mil","21066.378mil","4626.543mil","20796.693mil","4626.543mil","T","0.00","Thermocouple B"
"J1","PCC-SMP_K_Thermocouple","20239.606mil","4360.795mil","20239.606mil","4626.543mil","19969.921mil","4626.543mil","T","0.00","Thermocouple A"
"J4","Audio_Jack_2.5mm_Mono","19525.827mil","4194.496mil","19640mil","4163mil","19549.449mil","4064.575mil","T","270.00","Thermistor B"
"J3","Audio_Jack_2.5mm_Mono","19525.827mil","4584.496mil","19640mil","4553mil","19549.449mil","4454.575mil","T","270.00","Thermistor A"
"U2","SOIC8","21110mil","4950.008mil","21110mil","4950.008mil","21035mil","4857.488mil","T","90.00","OPAMP dual"
"U1","SOIC8","20187.793mil","4950.011mil","20187.793mil","4950.011mil","20112.793mil","4857.491mil","T","90.00","OPAMP dual"
"TB2","Terminal_Block_3.5mm_x_12","21300mil","6067.173mil","21300mil","5203mil","21300mil","5309.299mil","T","90.00","SparkIO Terminal Block 2"
"TB1","Terminal_Block_3.5mm_x_12","19370mil","6038.827mil","19370mil","6903mil","19370mil","6796.701mil","T","270.00","SparkIO Terminal Block 1"
"U3","SOT23-3L","20630mil","4953mil","20630mil","4953mil","20667.402mil","4996.307mil","T","270.00","Header 3"
"R19","0603_-_NO_SILK","20740mil","5493mil","20740mil","5493mil","20740mil","5526mil","T","270.00","Resistor"
"R18","0603_-_NO_SILK","21190mil","4773mil","21190mil","4773mil","21223mil","4773mil","T","180.00","Resistor"
"R17","0603_-_NO_SILK","19756.926mil","4836.777mil","19756.926mil","4836.777mil","19723.926mil","4836.777mil","T","360.00","Resistor"
"R4","0603_-_NO_SILK","19756.929mil","5029.675mil","19756.929mil","5029.675mil","19723.929mil","5029.675mil","T","360.00","Resistor"
"R15","0603_-_NO_SILK","21190mil","5133mil","21190mil","5133mil","21223mil","5133mil","T","180.00","Resistor"
"R14","0603_-_NO_SILK","21370mil","4873mil","21370mil","4873mil","21370mil","4906mil","T","270.00","Resistor"
"R9","0603_-_NO_SILK","20950mil","4873mil","20950mil","4873mil","20950mil","4906mil","T","270.00","Resistor"
"R12","0603_-_NO_SILK","20790mil","4873mil","20790mil","4873mil","20790mil","4906mil","T","270.00","Resistor"
"R11","0603_-_NO_SILK","21370mil","5033mil","21370mil","5033mil","21370mil","5000mil","T","90.00","Resistor"
"R10","0603_-_NO_SILK","21050mil","5133mil","21050mil","5133mil","21017mil","5133mil","T","360.00","Resistor"
"R13","0603_-_NO_SILK","21050mil","4773mil","21050mil","4773mil","21017mil","4773mil","T","360.00","Resistor"
"R8","0603_-_NO_SILK","20274.25mil","4773.003mil","20274.25mil","4773.003mil","20307.25mil","4773.003mil","T","180.00","Resistor"
"R7","0603_-_NO_SILK","20274.25mil","5133.003mil","20274.25mil","5133.003mil","20307.25mil","5133.003mil","T","180.00","Resistor"
"R6","0603_-_NO_SILK","20454.25mil","4873.003mil","20454.25mil","4873.003mil","20454.25mil","4906.003mil","T","270.00","Resistor"
"R5","0603_-_NO_SILK","20034.25mil","4873.003mil","20034.25mil","4873.003mil","20034.25mil","4906.003mil","T","270.00","Resistor"
"R16","0603_-_NO_SILK","19874.25mil","4873.003mil","19874.25mil","4873.003mil","19874.25mil","4906.003mil","T","270.00","Resistor"
"R3","0603_-_NO_SILK","20454.25mil","5033.003mil","20454.25mil","5033.003mil","20454.25mil","5000.003mil","T","90.00","Resistor"
"R2","0603_-_NO_SILK","20134.25mil","5133.003mil","20134.25mil","5133.003mil","20101.25mil","5133.003mil","T","360.00","Resistor"
"R1","0603_-_NO_SILK","20134.25mil","4773.003mil","20134.25mil","4773.003mil","20101.25mil","4773.003mil","T","360.00","Resistor"
"H2","HDR1X12","20640mil","6203mil","20640mil","6753mil","20640mil","6753mil","T","270.00","SparkIO Header 2"
"H1","HDR1X12","19940mil","6203mil","19940mil","6753mil","19940mil","6753mil","T","270.00","SparkIO Header 1"
"C13","0603_-_NO_SILK","20215mil","6503mil","20215mil","6503mil","20215mil","6536mil","T","270.00","Capacitor"
"C12","0603_-_NO_SILK","20415mil","6503mil","20415mil","6503mil","20415mil","6536mil","T","270.00","Capacitor"
"C11","0603_-_NO_SILK","19756.926mil","4916.777mil","19756.926mil","4916.777mil","19723.926mil","4916.777mil","T","360.00","Capacitor"
"C10","0603_-_NO_SILK","19756.929mil","5109.675mil","19756.929mil","5109.675mil","19723.929mil","5109.675mil","T","360.00","Capacitor"
"C9","0603_-_NO_SILK","20630mil","4833mil","20630mil","4833mil","20597mil","4833mil","T","360.00","Capacitor"
"C8","0603_-_NO_SILK","20515mil","6503mil","20515mil","6503mil","20515mil","6536mil","T","270.00","Capacitor"
"C7","0603_-_NO_SILK","20315mil","6503mil","20315mil","6503mil","20315mil","6536mil","T","270.00","Capacitor"
"C6","0603_-_NO_SILK","21250mil","5033mil","21250mil","5033mil","21250mil","5066mil","T","270.00","Capacitor"
"C5","0603_-_NO_SILK","21250mil","4873mil","21250mil","4873mil","21250mil","4906mil","T","270.00","Capacitor"
"C4","0603_-_NO_SILK","20870mil","4873mil","20870mil","4873mil","20870mil","4906mil","T","270.00","Capacitor"
"C3","0603_-_NO_SILK","20334.25mil","5033.003mil","20334.25mil","5033.003mil","20334.25mil","5066.003mil","T","270.00","Capacitor"
"C2","0603_-_NO_SILK","20334.25mil","4873.003mil","20334.25mil","4873.003mil","20334.25mil","4906.003mil","T","270.00","Capacitor"
"C1","0603_-_NO_SILK","19954.25mil","4873.003mil","19954.25mil","4873.003mil","19954.25mil","4906.003mil","T","270.00","Capacitor"
"DS1","LED0603_-_Single","20740mil","8743mil","20740mil","8743mil","20740mil","8776mil","T","270.00","PowerInd"
"J2","PCC-SMP_K_Thermocouple","21066.378mil","7760.795mil","21066.378mil","8026.543mil","20796.693mil","8026.543mil","T","0.00","Thermocouple B"
"J1","PCC-SMP_K_Thermocouple","20239.606mil","7760.795mil","20239.606mil","8026.543mil","19969.921mil","8026.543mil","T","0.00","Thermocouple A"
"J4","Audio_Jack_2.5mm_Mono","19525.827mil","7594.496mil","19640mil","7563mil","19549.449mil","7464.575mil","T","270.00","Thermistor B"
"J3","Audio_Jack_2.5mm_Mono","19525.827mil","7984.496mil","19640mil","7953mil","19549.449mil","7854.575mil","T","270.00","Thermistor A"
"U2","SOIC8","21110mil","8350.008mil","21110mil","8350.008mil","21035mil","8257.488mil","T","90.00","OPAMP dual"
"U1","SOIC8","20187.793mil","8350.011mil","20187.793mil","8350.011mil","20112.793mil","8257.491mil","T","90.00","OPAMP dual"
"TB2","Terminal_Block_3.5mm_x_12","21300mil","9467.173mil","21300mil","8603mil","21300mil","8709.299mil","T","90.00","SparkIO Terminal Block 2"
"TB1","Terminal_Block_3.5mm_x_12","19370mil","9438.827mil","19370mil","10303mil","19370mil","10196.701mil","T","270.00","SparkIO Terminal Block 1"
"U3","SOT23-3L","20630mil","8353mil","20630mil","8353mil","20667.402mil","8396.307mil","T","270.00","Header 3"
"R19","0603_-_NO_SILK","20740mil","8893mil","20740mil","8893mil","20740mil","8926mil","T","270.00","Resistor"
"R18","0603_-_NO_SILK","21190mil","8173mil","21190mil","8173mil","21223mil","8173mil","T","180.00","Resistor"
"R17","0603_-_NO_SILK","19756.926mil","8236.777mil","19756.926mil","8236.777mil","19723.926mil","8236.777mil","T","360.00","Resistor"
"R4","0603_-_NO_SILK","19756.929mil","8429.675mil","19756.929mil","8429.675mil","19723.929mil","8429.675mil","T","360.00","Resistor"
"R15","0603_-_NO_SILK","21190mil","8533mil","21190mil","8533mil","21223mil","8533mil","T","180.00","Resistor"
"R14","0603_-_NO_SILK","21370mil","8273mil","21370mil","8273mil","21370mil","8306mil","T","270.00","Resistor"
"R9","0603_-_NO_SILK","20950mil","8273mil","20950mil","8273mil","20950mil","8306mil","T","270.00","Resistor"
"R12","0603_-_NO_SILK","20790mil","8273mil","20790mil","8273mil","20790mil","8306mil","T","270.00","Resistor"
"R11","0603_-_NO_SILK","21370mil","8433mil","21370mil","8433mil","21370mil","8400mil","T","90.00","Resistor"
"R10","0603_-_NO_SILK","21050mil","8533mil","21050mil","8533mil","21017mil","8533mil","T","360.00","Resistor"
"R13","0603_-_NO_SILK","21050mil","8173mil","21050mil","8173mil","21017mil","8173mil","T","360.00","Resistor"
"R8","0603_-_NO_SILK","20274.25mil","8173.003mil","20274.25mil","8173.003mil","20307.25mil","8173.003mil","T","180.00","Resistor"
"R7","0603_-_NO_SILK","20274.25mil","8533.003mil","20274.25mil","8533.003mil","20307.25mil","8533.003mil","T","180.00","Resistor"
"R6","0603_-_NO_SILK","20454.25mil","8273.003mil","20454.25mil","8273.003mil","20454.25mil","8306.003mil","T","270.00","Resistor"
"R5","0603_-_NO_SILK","20034.25mil","8273.003mil","20034.25mil","8273.003mil","20034.25mil","8306.003mil","T","270.00","Resistor"
"R16","0603_-_NO_SILK","19874.25mil","8273.003mil","19874.25mil","8273.003mil","19874.25mil","8306.003mil","T","270.00","Resistor"
"R3","0603_-_NO_SILK","20454.25mil","8433.003mil","20454.25mil","8433.003mil","20454.25mil","8400.003mil","T","90.00","Resistor"
"R2","0603_-_NO_SILK","20134.25mil","8533.003mil","20134.25mil","8533.003mil","20101.25mil","8533.003mil","T","360.00","Resistor"
"R1","0603_-_NO_SILK","20134.25mil","8173.003mil","20134.25mil","8173.003mil","20101.25mil","8173.003mil","T","360.00","Resistor"
"H2","HDR1X12","20640mil","9603mil","20640mil","10153mil","20640mil","10153mil","T","270.00","SparkIO Header 2"
"H1","HDR1X12","19940mil","9603mil","19940mil","10153mil","19940mil","10153mil","T","270.00","SparkIO Header 1"
"C13","0603_-_NO_SILK","20215mil","9903mil","20215mil","9903mil","20215mil","9936mil","T","270.00","Capacitor"
"C12","0603_-_NO_SILK","20415mil","9903mil","20415mil","9903mil","20415mil","9936mil","T","270.00","Capacitor"
"C11","0603_-_NO_SILK","19756.926mil","8316.777mil","19756.926mil","8316.777mil","19723.926mil","8316.777mil","T","360.00","Capacitor"
"C10","0603_-_NO_SILK","19756.929mil","8509.675mil","19756.929mil","8509.675mil","19723.929mil","8509.675mil","T","360.00","Capacitor"
"C9","0603_-_NO_SILK","20630mil","8233mil","20630mil","8233mil","20597mil","8233mil","T","360.00","Capacitor"
"C8","0603_-_NO_SILK","20515mil","9903mil","20515mil","9903mil","20515mil","9936mil","T","270.00","Capacitor"
"C7","0603_-_NO_SILK","20315mil","9903mil","20315mil","9903mil","20315mil","9936mil","T","270.00","Capacitor"
"C6","0603_-_NO_SILK","21250mil","8433mil","21250mil","8433mil","21250mil","8466mil","T","270.00","Capacitor"
"C5","0603_-_NO_SILK","21250mil","8273mil","21250mil","8273mil","21250mil","8306mil","T","270.00","Capacitor"
"C4","0603_-_NO_SILK","20870mil","8273mil","20870mil","8273mil","20870mil","8306mil","T","270.00","Capacitor"
"C3","0603_-_NO_SILK","20334.25mil","8433.003mil","20334.25mil","8433.003mil","20334.25mil","8466.003mil","T","270.00","Capacitor"
"C2","0603_-_NO_SILK","20334.25mil","8273.003mil","20334.25mil","8273.003mil","20334.25mil","8306.003mil","T","270.00","Capacitor"
"C1","0603_-_NO_SILK","19954.25mil","8273.003mil","19954.25mil","8273.003mil","19954.25mil","8306.003mil","T","270.00","Capacitor"
"DS1","LED0603_-_Single","20740mil","12143mil","20740mil","12143mil","20740mil","12176mil","T","270.00","PowerInd"
"J2","PCC-SMP_K_Thermocouple","21066.378mil","11160.795mil","21066.378mil","11426.543mil","20796.693mil","11426.543mil","T","0.00","Thermocouple B"
"J1","PCC-SMP_K_Thermocouple","20239.606mil","11160.795mil","20239.606mil","11426.543mil","19969.921mil","11426.543mil","T","0.00","Thermocouple A"
"J4","Audio_Jack_2.5mm_Mono","19525.827mil","10994.496mil","19640mil","10963mil","19549.449mil","10864.575mil","T","270.00","Thermistor B"
"J3","Audio_Jack_2.5mm_Mono","19525.827mil","11384.496mil","19640mil","11353mil","19549.449mil","11254.575mil","T","270.00","Thermistor A"
