"Designator","Footprint","Mid X","Mid Y","Ref X","Ref Y","Pad X","Pad Y","Layer","Rotation","Comment"
"J2","PCC-SMP_K_Thermocouple","6666.378mil","14560.795mil","6666.378mil","14826.543mil","6396.693mil","14826.543mil","T","0.00","Thermocouple B"
"J1","PCC-SMP_K_Thermocouple","5839.606mil","14560.795mil","5839.606mil","14826.543mil","5569.921mil","14826.543mil","T","0.00","Thermocouple A"
"J4","Audio_Jack_2.5mm_Mono","5125.827mil","14394.496mil","5240mil","14363mil","5149.449mil","14264.575mil","T","270.00","Thermistor B"
"J3","Audio_Jack_2.5mm_Mono","5125.827mil","14784.496mil","5240mil","14753mil","5149.449mil","14654.575mil","T","270.00","Thermistor A"
"U2","SOIC8","6710mil","15150.008mil","6710mil","15150.008mil","6635mil","15057.488mil","T","90.00","OPAMP dual"
"U1","SOIC8","5787.793mil","15150.011mil","5787.793mil","15150.011mil","5712.793mil","15057.491mil","T","90.00","OPAMP dual"
"TB2","Terminal_Block_3.5mm_x_12","6900mil","16267.173mil","6900mil","15403mil","6900mil","15509.299mil","T","90.00","SparkIO Terminal Block 2"
"TB1","Terminal_Block_3.5mm_x_12","4970mil","16238.827mil","4970mil","17103mil","4970mil","16996.701mil","T","270.00","SparkIO Terminal Block 1"
"U3","SOT23-3L","6230mil","15153mil","6230mil","15153mil","6267.402mil","15196.307mil","T","270.00","Header 3"
"R19","0603_-_NO_SILK","6340mil","15693mil","6340mil","15693mil","6340mil","15726mil","T","270.00","Resistor"
"R18","0603_-_NO_SILK","6790mil","14973mil","6790mil","14973mil","6823mil","14973mil","T","180.00","Resistor"
"R17","0603_-_NO_SILK","5356.926mil","15036.777mil","5356.926mil","15036.777mil","5323.926mil","15036.777mil","T","360.00","Resistor"
"R4","0603_-_NO_SILK","5356.929mil","15229.675mil","5356.929mil","15229.675mil","5323.929mil","15229.675mil","T","360.00","Resistor"
"R15","0603_-_NO_SILK","6790mil","15333mil","6790mil","15333mil","6823mil","15333mil","T","180.00","Resistor"
"R14","0603_-_NO_SILK","6970mil","15073mil","6970mil","15073mil","6970mil","15106mil","T","270.00","Resistor"
"R9","0603_-_NO_SILK","6550mil","15073mil","6550mil","15073mil","6550mil","15106mil","T","270.00","Resistor"
"R12","0603_-_NO_SILK","6390mil","15073mil","6390mil","15073mil","6390mil","15106mil","T","270.00","Resistor"
"R11","0603_-_NO_SILK","6970mil","15233mil","6970mil","15233mil","6970mil","15200mil","T","90.00","Resistor"
"R10","0603_-_NO_SILK","6650mil","15333mil","6650mil","15333mil","6617mil","15333mil","T","360.00","Resistor"
"R13","0603_-_NO_SILK","6650mil","14973mil","6650mil","14973mil","6617mil","14973mil","T","360.00","Resistor"
"R8","0603_-_NO_SILK","5874.25mil","14973.003mil","5874.25mil","14973.003mil","5907.25mil","14973.003mil","T","180.00","Resistor"
"R7","0603_-_NO_SILK","5874.25mil","15333.003mil","5874.25mil","15333.003mil","5907.25mil","15333.003mil","T","180.00","Resistor"
"R6","0603_-_NO_SILK","6054.25mil","15073.003mil","6054.25mil","15073.003mil","6054.25mil","15106.003mil","T","270.00","Resistor"
"R5","0603_-_NO_SILK","5634.25mil","15073.003mil","5634.25mil","15073.003mil","5634.25mil","15106.003mil","T","270.00","Resistor"
"R16","0603_-_NO_SILK","5474.25mil","15073.003mil","5474.25mil","15073.003mil","5474.25mil","15106.003mil","T","270.00","Resistor"
"R3","0603_-_NO_SILK","6054.25mil","15233.003mil","6054.25mil","15233.003mil","6054.25mil","15200.003mil","T","90.00","Resistor"
"R2","0603_-_NO_SILK","5734.25mil","15333.003mil","5734.25mil","15333.003mil","5701.25mil","15333.003mil","T","360.00","Resistor"
"R1","0603_-_NO_SILK","5734.25mil","14973.003mil","5734.25mil","14973.003mil","5701.25mil","14973.003mil","T","360.00","Resistor"
"H2","HDR1X12","6240mil","16403mil","6240mil","16953mil","6240mil","16953mil","T","270.00","SparkIO Header 2"
"H1","HDR1X12","5540mil","16403mil","5540mil","16953mil","5540mil","16953mil","T","270.00","SparkIO Header 1"
"C13","0603_-_NO_SILK","5815mil","16703mil","5815mil","16703mil","5815mil","16736mil","T","270.00","Capacitor"
"C12","0603_-_NO_SILK","6015mil","16703mil","6015mil","16703mil","6015mil","16736mil","T","270.00","Capacitor"
"C11","0603_-_NO_SILK","5356.926mil","15116.777mil","5356.926mil","15116.777mil","5323.926mil","15116.777mil","T","360.00","Capacitor"
"C10","0603_-_NO_SILK","5356.929mil","15309.675mil","5356.929mil","15309.675mil","5323.929mil","15309.675mil","T","360.00","Capacitor"
"C9","0603_-_NO_SILK","6230mil","15033mil","6230mil","15033mil","6197mil","15033mil","T","360.00","Capacitor"
"C8","0603_-_NO_SILK","6115mil","16703mil","6115mil","16703mil","6115mil","16736mil","T","270.00","Capacitor"
"C7","0603_-_NO_SILK","5915mil","16703mil","5915mil","16703mil","5915mil","16736mil","T","270.00","Capacitor"
"C6","0603_-_NO_SILK","6850mil","15233mil","6850mil","15233mil","6850mil","15266mil","T","270.00","Capacitor"
"C5","0603_-_NO_SILK","6850mil","15073mil","6850mil","15073mil","6850mil","15106mil","T","270.00","Capacitor"
"C4","0603_-_NO_SILK","6470mil","15073mil","6470mil","15073mil","6470mil","15106mil","T","270.00","Capacitor"
"C3","0603_-_NO_SILK","5934.25mil","15233.003mil","5934.25mil","15233.003mil","5934.25mil","15266.003mil","T","270.00","Capacitor"
"C2","0603_-_NO_SILK","5934.25mil","15073.003mil","5934.25mil","15073.003mil","5934.25mil","15106.003mil","T","270.00","Capacitor"
"C1","0603_-_NO_SILK","5554.25mil","15073.003mil","5554.25mil","15073.003mil","5554.25mil","15106.003mil","T","270.00","Capacitor"
"DS1","LED0603_-_Single","8740mil","1943mil","8740mil","1943mil","8740mil","1976mil","T","270.00","PowerInd"
"J2","PCC-SMP_K_Thermocouple","9066.378mil","960.795mil","9066.378mil","1226.543mil","8796.693mil","1226.543mil","T","0.00","Thermocouple B"
"J1","PCC-SMP_K_Thermocouple","8239.606mil","960.795mil","8239.606mil","1226.543mil","7969.921mil","1226.543mil","T","0.00","Thermocouple A"
"J4","Audio_Jack_2.5mm_Mono","7525.827mil","794.496mil","7640mil","763mil","7549.449mil","664.575mil","T","270.00","Thermistor B"
"J3","Audio_Jack_2.5mm_Mono","7525.827mil","1184.496mil","7640mil","1153mil","7549.449mil","1054.575mil","T","270.00","Thermistor A"
"U2","SOIC8","9110mil","1550.008mil","9110mil","1550.008mil","9035mil","1457.488mil","T","90.00","OPAMP dual"
"U1","SOIC8","8187.793mil","1550.011mil","8187.793mil","1550.011mil","8112.793mil","1457.491mil","T","90.00","OPAMP dual"
"TB2","Terminal_Block_3.5mm_x_12","9300mil","2667.173mil","9300mil","1803mil","9300mil","1909.299mil","T","90.00","SparkIO Terminal Block 2"
"TB1","Terminal_Block_3.5mm_x_12","7370mil","2638.827mil","7370mil","3503mil","7370mil","3396.701mil","T","270.00","SparkIO Terminal Block 1"
"U3","SOT23-3L","8630mil","1553mil","8630mil","1553mil","8667.402mil","1596.307mil","T","270.00","Header 3"
"R19","0603_-_NO_SILK","8740mil","2093mil","8740mil","2093mil","8740mil","2126mil","T","270.00","Resistor"
"R18","0603_-_NO_SILK","9190mil","1373mil","9190mil","1373mil","9223mil","1373mil","T","180.00","Resistor"
"R17","0603_-_NO_SILK","7756.926mil","1436.777mil","7756.926mil","1436.777mil","7723.926mil","1436.777mil","T","360.00","Resistor"
"R4","0603_-_NO_SILK","7756.929mil","1629.675mil","7756.929mil","1629.675mil","7723.929mil","1629.675mil","T","360.00","Resistor"
"R15","0603_-_NO_SILK","9190mil","1733mil","9190mil","1733mil","9223mil","1733mil","T","180.00","Resistor"
"R14","0603_-_NO_SILK","9370mil","1473mil","9370mil","1473mil","9370mil","1506mil","T","270.00","Resistor"
"R9","0603_-_NO_SILK","8950mil","1473mil","8950mil","1473mil","8950mil","1506mil","T","270.00","Resistor"
"R12","0603_-_NO_SILK","8790mil","1473mil","8790mil","1473mil","8790mil","1506mil","T","270.00","Resistor"
"R11","0603_-_NO_SILK","9370mil","1633mil","9370mil","1633mil","9370mil","1600mil","T","90.00","Resistor"
"R10","0603_-_NO_SILK","9050mil","1733mil","9050mil","1733mil","9017mil","1733mil","T","360.00","Resistor"
"R13","0603_-_NO_SILK","9050mil","1373mil","9050mil","1373mil","9017mil","1373mil","T","360.00","Resistor"
"R8","0603_-_NO_SILK","8274.25mil","1373.003mil","8274.25mil","1373.003mil","8307.25mil","1373.003mil","T","180.00","Resistor"
"R7","0603_-_NO_SILK","8274.25mil","1733.003mil","8274.25mil","1733.003mil","8307.25mil","1733.003mil","T","180.00","Resistor"
"R6","0603_-_NO_SILK","8454.25mil","1473.003mil","8454.25mil","1473.003mil","8454.25mil","1506.003mil","T","270.00","Resistor"
"R5","0603_-_NO_SILK","8034.25mil","1473.003mil","8034.25mil","1473.003mil","8034.25mil","1506.003mil","T","270.00","Resistor"
"R16","0603_-_NO_SILK","7874.25mil","1473.003mil","7874.25mil","1473.003mil","7874.25mil","1506.003mil","T","270.00","Resistor"
"R3","0603_-_NO_SILK","8454.25mil","1633.003mil","8454.25mil","1633.003mil","8454.25mil","1600.003mil","T","90.00","Resistor"
"R2","0603_-_NO_SILK","8134.25mil","1733.003mil","8134.25mil","1733.003mil","8101.25mil","1733.003mil","T","360.00","Resistor"
"R1","0603_-_NO_SILK","8134.25mil","1373.003mil","8134.25mil","1373.003mil","8101.25mil","1373.003mil","T","360.00","Resistor"
"H2","HDR1X12","8640mil","2803mil","8640mil","3353mil","8640mil","3353mil","T","270.00","SparkIO Header 2"
"H1","HDR1X12","7940mil","2803mil","7940mil","3353mil","7940mil","3353mil","T","270.00","SparkIO Header 1"
"C13","0603_-_NO_SILK","8215mil","3103mil","8215mil","3103mil","8215mil","3136mil","T","270.00","Capacitor"
"C12","0603_-_NO_SILK","8415mil","3103mil","8415mil","3103mil","8415mil","3136mil","T","270.00","Capacitor"
"C11","0603_-_NO_SILK","7756.926mil","1516.777mil","7756.926mil","1516.777mil","7723.926mil","1516.777mil","T","360.00","Capacitor"
"C10","0603_-_NO_SILK","7756.929mil","1709.675mil","7756.929mil","1709.675mil","7723.929mil","1709.675mil","T","360.00","Capacitor"
"C9","0603_-_NO_SILK","8630mil","1433mil","8630mil","1433mil","8597mil","1433mil","T","360.00","Capacitor"
"C8","0603_-_NO_SILK","8515mil","3103mil","8515mil","3103mil","8515mil","3136mil","T","270.00","Capacitor"
"C7","0603_-_NO_SILK","8315mil","3103mil","8315mil","3103mil","8315mil","3136mil","T","270.00","Capacitor"
"C6","0603_-_NO_SILK","9250mil","1633mil","9250mil","1633mil","9250mil","1666mil","T","270.00","Capacitor"
"C5","0603_-_NO_SILK","9250mil","1473mil","9250mil","1473mil","9250mil","1506mil","T","270.00","Capacitor"
"C4","0603_-_NO_SILK","8870mil","1473mil","8870mil","1473mil","8870mil","1506mil","T","270.00","Capacitor"
"C3","0603_-_NO_SILK","8334.25mil","1633.003mil","8334.25mil","1633.003mil","8334.25mil","1666.003mil","T","270.00","Capacitor"
"C2","0603_-_NO_SILK","8334.25mil","1473.003mil","8334.25mil","1473.003mil","8334.25mil","1506.003mil","T","270.00","Capacitor"
"C1","0603_-_NO_SILK","7954.25mil","1473.003mil","7954.25mil","1473.003mil","7954.25mil","1506.003mil","T","270.00","Capacitor"
"DS1","LED0603_-_Single","8740mil","5343mil","8740mil","5343mil","8740mil","5376mil","T","270.00","PowerInd"
"J2","PCC-SMP_K_Thermocouple","9066.378mil","4360.795mil","9066.378mil","4626.543mil","8796.693mil","4626.543mil","T","0.00","Thermocouple B"
"J1","PCC-SMP_K_Thermocouple","8239.606mil","4360.795mil","8239.606mil","4626.543mil","7969.921mil","4626.543mil","T","0.00","Thermocouple A"
"J4","Audio_Jack_2.5mm_Mono","7525.827mil","4194.496mil","7640mil","4163mil","7549.449mil","4064.575mil","T","270.00","Thermistor B"
"J3","Audio_Jack_2.5mm_Mono","7525.827mil","4584.496mil","7640mil","4553mil","7549.449mil","4454.575mil","T","270.00","Thermistor A"
"U2","SOIC8","9110mil","4950.008mil","9110mil","4950.008mil","9035mil","4857.488mil","T","90.00","OPAMP dual"
"U1","SOIC8","8187.793mil","4950.011mil","8187.793mil","4950.011mil","8112.793mil","4857.491mil","T","90.00","OPAMP dual"
"TB2","Terminal_Block_3.5mm_x_12","9300mil","6067.173mil","9300mil","5203mil","9300mil","5309.299mil","T","90.00","SparkIO Terminal Block 2"
"TB1","Terminal_Block_3.5mm_x_12","7370mil","6038.827mil","7370mil","6903mil","7370mil","6796.701mil","T","270.00","SparkIO Terminal Block 1"
"U3","SOT23-3L","8630mil","4953mil","8630mil","4953mil","8667.402mil","4996.307mil","T","270.00","Header 3"
"R19","0603_-_NO_SILK","8740mil","5493mil","8740mil","5493mil","8740mil","5526mil","T","270.00","Resistor"
"R18","0603_-_NO_SILK","9190mil","4773mil","9190mil","4773mil","9223mil","4773mil","T","180.00","Resistor"
"R17","0603_-_NO_SILK","7756.926mil","4836.777mil","7756.926mil","4836.777mil","7723.926mil","4836.777mil","T","360.00","Resistor"
"R4","0603_-_NO_SILK","7756.929mil","5029.675mil","7756.929mil","5029.675mil","7723.929mil","5029.675mil","T","360.00","Resistor"
"R15","0603_-_NO_SILK","9190mil","5133mil","9190mil","5133mil","9223mil","5133mil","T","180.00","Resistor"
"R14","0603_-_NO_SILK","9370mil","4873mil","9370mil","4873mil","9370mil","4906mil","T","270.00","Resistor"
"R9","0603_-_NO_SILK","8950mil","4873mil","8950mil","4873mil","8950mil","4906mil","T","270.00","Resistor"
"R12","0603_-_NO_SILK","8790mil","4873mil","8790mil","4873mil","8790mil","4906mil","T","270.00","Resistor"
"R11","0603_-_NO_SILK","9370mil","5033mil","9370mil","5033mil","9370mil","5000mil","T","90.00","Resistor"
"R10","0603_-_NO_SILK","9050mil","5133mil","9050mil","5133mil","9017mil","5133mil","T","360.00","Resistor"
"R13","0603_-_NO_SILK","9050mil","4773mil","9050mil","4773mil","9017mil","4773mil","T","360.00","Resistor"
"R8","0603_-_NO_SILK","8274.25mil","4773.003mil","8274.25mil","4773.003mil","8307.25mil","4773.003mil","T","180.00","Resistor"
"R7","0603_-_NO_SILK","8274.25mil","5133.003mil","8274.25mil","5133.003mil","8307.25mil","5133.003mil","T","180.00","Resistor"
"R6","0603_-_NO_SILK","8454.25mil","4873.003mil","8454.25mil","4873.003mil","8454.25mil","4906.003mil","T","270.00","Resistor"
"R5","0603_-_NO_SILK","8034.25mil","4873.003mil","8034.25mil","4873.003mil","8034.25mil","4906.003mil","T","270.00","Resistor"
"R16","0603_-_NO_SILK","7874.25mil","4873.003mil","7874.25mil","4873.003mil","7874.25mil","4906.003mil","T","270.00","Resistor"
"R3","0603_-_NO_SILK","8454.25mil","5033.003mil","8454.25mil","5033.003mil","8454.25mil","5000.003mil","T","90.00","Resistor"
"R2","0603_-_NO_SILK","8134.25mil","5133.003mil","8134.25mil","5133.003mil","8101.25mil","5133.003mil","T","360.00","Resistor"
"R1","0603_-_NO_SILK","8134.25mil","4773.003mil","8134.25mil","4773.003mil","8101.25mil","4773.003mil","T","360.00","Resistor"
"H2","HDR1X12","8640mil","6203mil","8640mil","6753mil","8640mil","6753mil","T","270.00","SparkIO Header 2"
"H1","HDR1X12","7940mil","6203mil","7940mil","6753mil","7940mil","6753mil","T","270.00","SparkIO Header 1"
"C13","0603_-_NO_SILK","8215mil","6503mil","8215mil","6503mil","8215mil","6536mil","T","270.00","Capacitor"
"C12","0603_-_NO_SILK","8415mil","6503mil","8415mil","6503mil","8415mil","6536mil","T","270.00","Capacitor"
"C11","0603_-_NO_SILK","7756.926mil","4916.777mil","7756.926mil","4916.777mil","7723.926mil","4916.777mil","T","360.00","Capacitor"
"C10","0603_-_NO_SILK","7756.929mil","5109.675mil","7756.929mil","5109.675mil","7723.929mil","5109.675mil","T","360.00","Capacitor"
"C9","0603_-_NO_SILK","8630mil","4833mil","8630mil","4833mil","8597mil","4833mil","T","360.00","Capacitor"
"C8","0603_-_NO_SILK","8515mil","6503mil","8515mil","6503mil","8515mil","6536mil","T","270.00","Capacitor"
"C7","0603_-_NO_SILK","8315mil","6503mil","8315mil","6503mil","8315mil","6536mil","T","270.00","Capacitor"
"C6","0603_-_NO_SILK","9250mil","5033mil","9250mil","5033mil","9250mil","5066mil","T","270.00","Capacitor"
"C5","0603_-_NO_SILK","9250mil","4873mil","9250mil","4873mil","9250mil","4906mil","T","270.00","Capacitor"
"C4","0603_-_NO_SILK","8870mil","4873mil","8870mil","4873mil","8870mil","4906mil","T","270.00","Capacitor"
"C3","0603_-_NO_SILK","8334.25mil","5033.003mil","8334.25mil","5033.003mil","8334.25mil","5066.003mil","T","270.00","Capacitor"
"C2","0603_-_NO_SILK","8334.25mil","4873.003mil","8334.25mil","4873.003mil","8334.25mil","4906.003mil","T","270.00","Capacitor"
"C1","0603_-_NO_SILK","7954.25mil","4873.003mil","7954.25mil","4873.003mil","7954.25mil","4906.003mil","T","270.00","Capacitor"
"DS1","LED0603_-_Single","8740mil","8743mil","8740mil","8743mil","8740mil","8776mil","T","270.00","PowerInd"
"J2","PCC-SMP_K_Thermocouple","9066.378mil","7760.795mil","9066.378mil","8026.543mil","8796.693mil","8026.543mil","T","0.00","Thermocouple B"
"J1","PCC-SMP_K_Thermocouple","8239.606mil","7760.795mil","8239.606mil","8026.543mil","7969.921mil","8026.543mil","T","0.00","Thermocouple A"
"J4","Audio_Jack_2.5mm_Mono","7525.827mil","7594.496mil","7640mil","7563mil","7549.449mil","7464.575mil","T","270.00","Thermistor B"
"J3","Audio_Jack_2.5mm_Mono","7525.827mil","7984.496mil","7640mil","7953mil","7549.449mil","7854.575mil","T","270.00","Thermistor A"
"U2","SOIC8","9110mil","8350.008mil","9110mil","8350.008mil","9035mil","8257.488mil","T","90.00","OPAMP dual"
"U1","SOIC8","8187.793mil","8350.011mil","8187.793mil","8350.011mil","8112.793mil","8257.491mil","T","90.00","OPAMP dual"
"TB2","Terminal_Block_3.5mm_x_12","9300mil","9467.173mil","9300mil","8603mil","9300mil","8709.299mil","T","90.00","SparkIO Terminal Block 2"
"TB1","Terminal_Block_3.5mm_x_12","7370mil","9438.827mil","7370mil","10303mil","7370mil","10196.701mil","T","270.00","SparkIO Terminal Block 1"
"U3","SOT23-3L","8630mil","8353mil","8630mil","8353mil","8667.402mil","8396.307mil","T","270.00","Header 3"
"R19","0603_-_NO_SILK","8740mil","8893mil","8740mil","8893mil","8740mil","8926mil","T","270.00","Resistor"
"R18","0603_-_NO_SILK","9190mil","8173mil","9190mil","8173mil","9223mil","8173mil","T","180.00","Resistor"
"R17","0603_-_NO_SILK","7756.926mil","8236.777mil","7756.926mil","8236.777mil","7723.926mil","8236.777mil","T","360.00","Resistor"
"R4","0603_-_NO_SILK","7756.929mil","8429.675mil","7756.929mil","8429.675mil","7723.929mil","8429.675mil","T","360.00","Resistor"
"R15","0603_-_NO_SILK","9190mil","8533mil","9190mil","8533mil","9223mil","8533mil","T","180.00","Resistor"
"R14","0603_-_NO_SILK","9370mil","8273mil","9370mil","8273mil","9370mil","8306mil","T","270.00","Resistor"
"R9","0603_-_NO_SILK","8950mil","8273mil","8950mil","8273mil","8950mil","8306mil","T","270.00","Resistor"
"R12","0603_-_NO_SILK","8790mil","8273mil","8790mil","8273mil","8790mil","8306mil","T","270.00","Resistor"
"R11","0603_-_NO_SILK","9370mil","8433mil","9370mil","8433mil","9370mil","8400mil","T","90.00","Resistor"
"R10","0603_-_NO_SILK","9050mil","8533mil","9050mil","8533mil","9017mil","8533mil","T","360.00","Resistor"
"R13","0603_-_NO_SILK","9050mil","8173mil","9050mil","8173mil","9017mil","8173mil","T","360.00","Resistor"
"R8","0603_-_NO_SILK","8274.25mil","8173.003mil","8274.25mil","8173.003mil","8307.25mil","8173.003mil","T","180.00","Resistor"
"R7","0603_-_NO_SILK","8274.25mil","8533.003mil","8274.25mil","8533.003mil","8307.25mil","8533.003mil","T","180.00","Resistor"
"R6","0603_-_NO_SILK","8454.25mil","8273.003mil","8454.25mil","8273.003mil","8454.25mil","8306.003mil","T","270.00","Resistor"
"R5","0603_-_NO_SILK","8034.25mil","8273.003mil","8034.25mil","8273.003mil","8034.25mil","8306.003mil","T","270.00","Resistor"
"R16","0603_-_NO_SILK","7874.25mil","8273.003mil","7874.25mil","8273.003mil","7874.25mil","8306.003mil","T","270.00","Resistor"
"R3","0603_-_NO_SILK","8454.25mil","8433.003mil","8454.25mil","8433.003mil","8454.25mil","8400.003mil","T","90.00","Resistor"
"R2","0603_-_NO_SILK","8134.25mil","8533.003mil","8134.25mil","8533.003mil","8101.25mil","8533.003mil","T","360.00","Resistor"
"R1","0603_-_NO_SILK","8134.25mil","8173.003mil","8134.25mil","8173.003mil","8101.25mil","8173.003mil","T","360.00","Resistor"
"H2","HDR1X12","8640mil","9603mil","8640mil","10153mil","8640mil","10153mil","T","270.00","SparkIO Header 2"
"H1","HDR1X12","7940mil","9603mil","7940mil","10153mil","7940mil","10153mil","T","270.00","SparkIO Header 1"
"C13","0603_-_NO_SILK","8215mil","9903mil","8215mil","9903mil","8215mil","9936mil","T","270.00","Capacitor"
"C12","0603_-_NO_SILK","8415mil","9903mil","8415mil","9903mil","8415mil","9936mil","T","270.00","Capacitor"
"C11","0603_-_NO_SILK","7756.926mil","8316.777mil","7756.926mil","8316.777mil","7723.926mil","8316.777mil","T","360.00","Capacitor"
"C10","0603_-_NO_SILK","7756.929mil","8509.675mil","7756.929mil","8509.675mil","7723.929mil","8509.675mil","T","360.00","Capacitor"
"C9","0603_-_NO_SILK","8630mil","8233mil","8630mil","8233mil","8597mil","8233mil","T","360.00","Capacitor"
"C8","0603_-_NO_SILK","8515mil","9903mil","8515mil","9903mil","8515mil","9936mil","T","270.00","Capacitor"
"C7","0603_-_NO_SILK","8315mil","9903mil","8315mil","9903mil","8315mil","9936mil","T","270.00","Capacitor"
"C6","0603_-_NO_SILK","9250mil","8433mil","9250mil","8433mil","9250mil","8466mil","T","270.00","Capacitor"
"C5","0603_-_NO_SILK","9250mil","8273mil","9250mil","8273mil","9250mil","8306mil","T","270.00","Capacitor"
"C4","0603_-_NO_SILK","8870mil","8273mil","8870mil","8273mil","8870mil","8306mil","T","270.00","Capacitor"
"C3","0603_-_NO_SILK","8334.25mil","8433.003mil","8334.25mil","8433.003mil","8334.25mil","8466.003mil","T","270.00","Capacitor"
"C2","0603_-_NO_SILK","8334.25mil","8273.003mil","8334.25mil","8273.003mil","8334.25mil","8306.003mil","T","270.00","Capacitor"
"C1","0603_-_NO_SILK","7954.25mil","8273.003mil","7954.25mil","8273.003mil","7954.25mil","8306.003mil","T","270.00","Capacitor"
"DS1","LED0603_-_Single","8740mil","12143mil","8740mil","12143mil","8740mil","12176mil","T","270.00","PowerInd"
"J2","PCC-SMP_K_Thermocouple","9066.378mil","11160.795mil","9066.378mil","11426.543mil","8796.693mil","11426.543mil","T","0.00","Thermocouple B"
"J1","PCC-SMP_K_Thermocouple","8239.606mil","11160.795mil","8239.606mil","11426.543mil","7969.921mil","11426.543mil","T","0.00","Thermocouple A"
"J4","Audio_Jack_2.5mm_Mono","7525.827mil","10994.496mil","7640mil","10963mil","7549.449mil","10864.575mil","T","270.00","Thermistor B"
"J3","Audio_Jack_2.5mm_Mono","7525.827mil","11384.496mil","7640mil","11353mil","7549.449mil","11254.575mil","T","270.00","Thermistor A"
"U2","SOIC8","9110mil","11750.008mil","9110mil","11750.008mil","9035mil","11657.488mil","T","90.00","OPAMP dual"
"U1","SOIC8","8187.793mil","11750.011mil","8187.793mil","11750.011mil","8112.793mil","11657.491mil","T","90.00","OPAMP dual"
"TB2","Terminal_Block_3.5mm_x_12","9300mil","12867.173mil","9300mil","12003mil","9300mil","12109.299mil","T","90.00","SparkIO Terminal Block 2"
"TB1","Terminal_Block_3.5mm_x_12","7370mil","12838.827mil","7370mil","13703mil","7370mil","13596.701mil","T","270.00","SparkIO Terminal Block 1"
"U3","SOT23-3L","8630mil","11753mil","8630mil","11753mil","8667.402mil","11796.307mil","T","270.00","Header 3"
"R19","0603_-_NO_SILK","8740mil","12293mil","8740mil","12293mil","8740mil","12326mil","T","270.00","Resistor"
"R18","0603_-_NO_SILK","9190mil","11573mil","9190mil","11573mil","9223mil","11573mil","T","180.00","Resistor"
"R17","0603_-_NO_SILK","7756.926mil","11636.777mil","7756.926mil","11636.777mil","7723.926mil","11636.777mil","T","360.00","Resistor"
"R4","0603_-_NO_SILK","7756.929mil","11829.675mil","7756.929mil","11829.675mil","7723.929mil","11829.675mil","T","360.00","Resistor"
"R15","0603_-_NO_SILK","9190mil","11933mil","9190mil","11933mil","9223mil","11933mil","T","180.00","Resistor"
"R14","0603_-_NO_SILK","9370mil","11673mil","9370mil","11673mil","9370mil","11706mil","T","270.00","Resistor"
"R9","0603_-_NO_SILK","8950mil","11673mil","8950mil","11673mil","8950mil","11706mil","T","270.00","Resistor"
"R12","0603_-_NO_SILK","8790mil","11673mil","8790mil","11673mil","8790mil","11706mil","T","270.00","Resistor"
"R11","0603_-_NO_SILK","9370mil","11833mil","9370mil","11833mil","9370mil","11800mil","T","90.00","Resistor"
"R10","0603_-_NO_SILK","9050mil","11933mil","9050mil","11933mil","9017mil","11933mil","T","360.00","Resistor"
"R13","0603_-_NO_SILK","9050mil","11573mil","9050mil","11573mil","9017mil","11573mil","T","360.00","Resistor"
"R8","0603_-_NO_SILK","8274.25mil","11573.003mil","8274.25mil","11573.003mil","8307.25mil","11573.003mil","T","180.00","Resistor"
"R7","0603_-_NO_SILK","8274.25mil","11933.003mil","8274.25mil","11933.003mil","8307.25mil","11933.003mil","T","180.00","Resistor"
"R6","0603_-_NO_SILK","8454.25mil","11673.003mil","8454.25mil","11673.003mil","8454.25mil","11706.003mil","T","270.00","Resistor"
"R5","0603_-_NO_SILK","8034.25mil","11673.003mil","8034.25mil","11673.003mil","8034.25mil","11706.003mil","T","270.00","Resistor"
"R16","0603_-_NO_SILK","7874.25mil","11673.003mil","7874.25mil","11673.003mil","7874.25mil","11706.003mil","T","270.00","Resistor"
"R3","0603_-_NO_SILK","8454.25mil","11833.003mil","8454.25mil","11833.003mil","8454.25mil","11800.003mil","T","90.00","Resistor"
"R2","0603_-_NO_SILK","8134.25mil","11933.003mil","8134.25mil","11933.003mil","8101.25mil","11933.003mil","T","360.00","Resistor"
"R1","0603_-_NO_SILK","8134.25mil","11573.003mil","8134.25mil","11573.003mil","8101.25mil","11573.003mil","T","360.00","Resistor"
"H2","HDR1X12","8640mil","13003mil","8640mil","13553mil","8640mil","13553mil","T","270.00","SparkIO Header 2"
"H1","HDR1X12","7940mil","13003mil","7940mil","13553mil","7940mil","13553mil","T","270.00","SparkIO Header 1"
"C13","0603_-_NO_SILK","8215mil","13303mil","8215mil","13303mil","8215mil","13336mil","T","270.00","Capacitor"
"C12","0603_-_NO_SILK","8415mil","13303mil","8415mil","13303mil","8415mil","13336mil","T","270.00","Capacitor"
"C11","0603_-_NO_SILK","7756.926mil","11716.777mil","7756.926mil","11716.777mil","7723.926mil","11716.777mil","T","360.00","Capacitor"
"C10","0603_-_NO_SILK","7756.929mil","11909.675mil","7756.929mil","11909.675mil","7723.929mil","11909.675mil","T","360.00","Capacitor"
"C9","0603_-_NO_SILK","8630mil","11633mil","8630mil","11633mil","8597mil","11633mil","T","360.00","Capacitor"
"C8","0603_-_NO_SILK","8515mil","13303mil","8515mil","13303mil","8515mil","13336mil","T","270.00","Capacitor"
"C7","0603_-_NO_SILK","8315mil","13303mil","8315mil","13303mil","8315mil","13336mil","T","270.00","Capacitor"
